ACCELEROMETER X (m/s²) ,ACCELEROMETER Y (m/s²) ,ACCELEROMETER Z (m/s²) ,GRAVITY X (m/s²) ,GRAVITY Y (m/s²) ,GRAVITY Z (m/s²) ,LINEAR ACCELERATION X (m/s²) ,LINEAR ACCELERATION Y (m/s²) ,LINEAR ACCELERATION Z (m/s²) ,GYROSCOPE X (rad/s) ,GYROSCOPE Y (rad/s) ,GYROSCOPE Z (rad/s) ,Activity
0.953                  ,7.707                  ,4.575                  ,-1.948           ,2.147            ,-9.368           ,2.9                          ,5.56                         ,13.944                       ,-1.726              ,2.012               ,0.983               ,       3
0.953                  ,7.707                  ,4.575                  ,-1.948           ,2.147            ,-9.368           ,2.9                          ,5.56                         ,13.944                       ,-1.726              ,2.012               ,0.983               ,       3
0.953                  ,7.707                  ,4.575                  ,-1.948           ,2.147            ,-9.368           ,2.9                          ,5.56                         ,13.944                       ,-1.726              ,2.012               ,0.983               ,       3
0.953                  ,7.707                  ,4.575                  ,-1.948           ,2.147            ,-9.368           ,2.9                          ,5.56                         ,13.944                       ,-1.726              ,2.012               ,0.983               ,       3
0.953                  ,7.707                  ,4.575                  ,-1.948           ,2.147            ,-9.368           ,2.9                          ,5.56                         ,13.944                       ,-1.726              ,2.012               ,0.983               ,       3
0.953                  ,7.707                  ,4.575                  ,-1.948           ,2.147            ,-9.368           ,2.9                          ,5.56                         ,13.944                       ,-1.726              ,2.012               ,0.983               ,       3
0.953                  ,7.707                  ,4.575                  ,-1.948           ,2.147            ,-9.368           ,2.9                          ,5.56                         ,13.944                       ,-1.726              ,2.012               ,0.983               ,       3
0.953                  ,7.707                  ,4.575                  ,-1.948           ,2.147            ,-9.368           ,2.9                          ,5.56                         ,13.944                       ,-1.726              ,2.012               ,0.983               ,       3
0.953                  ,7.707                  ,4.575                  ,-1.948           ,2.147            ,-9.368           ,2.9                          ,5.56                         ,13.944                       ,-1.726              ,2.012               ,0.983               ,       3
0.953                  ,7.707                  ,4.575                  ,-1.948           ,2.147            ,-9.368           ,2.9                          ,5.56                         ,13.944                       ,-1.726              ,2.012               ,0.983               ,       3
0.953                  ,7.707                  ,4.575                  ,-1.948           ,2.147            ,-9.368           ,2.9                          ,5.56                         ,13.944                       ,-1.726              ,2.012               ,0.983               ,       3
0.953                  ,7.707                  ,4.575                  ,-1.948           ,2.147            ,-9.368           ,2.9                          ,5.56                         ,13.944                       ,-1.726              ,2.012               ,0.983               ,       3
0.953                  ,7.707                  ,4.575                  ,-1.948           ,2.147            ,-9.368           ,2.9                          ,5.56                         ,13.944                       ,-1.726              ,2.012               ,0.983               ,       3
0.953                  ,7.707                  ,4.575                  ,-1.948           ,2.147            ,-9.368           ,2.9                          ,5.56                         ,13.944                       ,-1.726              ,2.012               ,0.983               ,       3
0.953                  ,7.707                  ,4.575                  ,-1.948           ,2.147            ,-9.368           ,2.9                          ,5.56                         ,13.944                       ,-1.726              ,2.012               ,0.983               ,       3
0.953                  ,7.707                  ,4.575                  ,-1.948           ,2.147            ,-9.368           ,2.9                          ,5.56                         ,13.944                       ,-1.726              ,2.012               ,0.983               ,       3
0.953                  ,7.707                  ,4.575                  ,-1.948           ,2.147            ,-9.368           ,2.9                          ,5.56                         ,13.944                       ,-1.726              ,2.012               ,0.983               ,       3
0.953                  ,7.707                  ,4.575                  ,-1.948           ,2.147            ,-9.368           ,2.9                          ,5.56                         ,13.944                       ,-1.726              ,2.012               ,0.983               ,       3
0.953                  ,7.707                  ,4.575                  ,-1.948           ,2.147            ,-9.368           ,2.9                          ,5.56                         ,13.944                       ,-1.726              ,2.012               ,0.983               ,       3
0.953                  ,7.707                  ,4.575                  ,-1.948           ,2.147            ,-9.368           ,2.9                          ,5.56                         ,13.944                       ,-1.726              ,2.012               ,0.983               ,       3
0.953                  ,7.707                  ,4.575                  ,-1.948           ,2.147            ,-9.368           ,2.9                          ,5.56                         ,13.944                       ,-1.726              ,2.012               ,0.983               ,       3
0.953                  ,7.707                  ,4.575                  ,-1.948           ,2.147            ,-9.368           ,2.9                          ,5.56                         ,13.944                       ,-1.726              ,2.012               ,0.983               ,       3
0.953                  ,7.707                  ,4.575                  ,-1.948           ,2.147            ,-9.368           ,2.9                          ,5.56                         ,13.944                       ,-1.726              ,2.012               ,0.983               ,       3
0.953                  ,7.707                  ,4.575                  ,-1.948           ,2.147            ,-9.368           ,2.9                          ,5.56                         ,13.944                       ,-1.726              ,2.012               ,0.983               ,       3
0.953                  ,7.707                  ,4.575                  ,-1.948           ,2.147            ,-9.368           ,2.9                          ,5.56                         ,13.944                       ,-1.726              ,2.012               ,0.983               ,       3
0.953                  ,7.707                  ,4.575                  ,-1.948           ,2.147            ,-9.368           ,2.9                          ,5.56                         ,13.944                       ,-1.726              ,2.012               ,0.983               ,       3
0.953                  ,7.707                  ,4.575                  ,-1.948           ,2.147            ,-9.368           ,2.9                          ,5.56                         ,13.944                       ,-1.726              ,2.012               ,0.983               ,       3
0.953                  ,7.707                  ,4.575                  ,-1.948           ,2.147            ,-9.368           ,2.9                          ,5.56                         ,13.944                       ,-1.726              ,2.012               ,0.983               ,       3
0.953                  ,7.707                  ,4.575                  ,-1.948           ,2.147            ,-9.368           ,2.9                          ,5.56                         ,13.944                       ,-1.726              ,2.012               ,0.983               ,       3
7.324                  ,6.852                  ,7.738                  ,0.631            ,8.439            ,-4.956           ,-0.181                       ,-1.464                       ,10.767                       ,-1.23               ,-3.439              ,5.079               ,       3
8.739                  ,2.406                  ,-6.424                 ,4.002            ,4.499            ,-7.74            ,3.367                        ,-2.407                       ,3.091                        ,0.931               ,-1.531              ,-2.255              ,       3
1.518                  ,8.229                  ,-5.794                 ,-1.28            ,6.528            ,-7.206           ,2.798                        ,1.701                        ,1.412                        ,-0.695              ,2.441               ,-2.86               ,       3
-0.524                 ,8.545                  ,-8.859                 ,0.405            ,7.129            ,-6.722           ,-0.998                       ,0.398                        ,-1.158                       ,-0.946              ,-0.261              ,0.211               ,       3
2.801                  ,9.886                  ,-5.365                 ,1.799            ,7.837            ,-5.614           ,0.011                        ,2.398                        ,0.677                        ,0.233               ,0.406               ,-0.026              ,       3
3.85                   ,11.042                 ,-0.575                 ,1.212            ,8.392            ,-4.927           ,1.618                        ,3.842                        ,2.119                        ,-0.809              ,-0.194              ,-0.431              ,       3
0.996                  ,4.781                  ,-6.225                 ,-0.61            ,6.054            ,-7.691           ,-0.056                       ,-4.141                       ,-3.229                       ,1.142               ,-1.562              ,-0.379              ,       3
-3.977                 ,3.474                  ,-8.083                 ,-3.579           ,3.462            ,-8.448           ,-2.479                       ,0.239                        ,0.628                        ,0.363               ,0.291               ,-0.002              ,       3
-3.239                 ,1.147                  ,-8.334                 ,-1.564           ,2.037            ,-9.465           ,-0.711                       ,-1.13                        ,0.97                         ,0.819               ,1.461               ,0.812               ,       3
-1.841                 ,1.03                   ,-7.599                 ,-3.836           ,1.981            ,-8.805           ,1.08                         ,-2.031                       ,-2.367                       ,-0.57               ,-0.887              ,0.622               ,       3
-2.179                 ,0.378                  ,-11.935                ,-0.777           ,1.644            ,-9.637           ,-0.524                       ,-0.792                       ,-0.908                       ,-1.284              ,0.324               ,1.45                ,       3
-8.049                 ,1.52                   ,-1.863                 ,-8.851           ,3.075            ,-2.894           ,0.211                        ,-0.6                         ,1.051                        ,-1.41               ,-0.869              ,3.395               ,       3
-5.301                 ,7.853                  ,-1.152                 ,-4.938           ,8.128            ,-2.393           ,0.119                        ,-0.472                       ,1.332                        ,-0.505              ,-0.214              ,0.805               ,       3
-3.06                  ,9.471                  ,-4.99                  ,-3.487           ,8.972            ,-1.877           ,0.142                        ,0.482                        ,-2.728                       ,-0.387              ,-2.621              ,-0.549              ,       3
-3.879                 ,6.893                  ,1.36                   ,-5.506           ,8.091            ,0.628            ,1.136                        ,-1.296                       ,0.99                         ,0.162               ,-0.113              ,-0.781              ,       3
-5.535                 ,7.319                  ,-0.39                  ,-6.168           ,7.597            ,-0.644           ,-0.062                       ,-0.798                       ,0.009                        ,0.029               ,0.101               ,0.275               ,       3
-7.681                 ,6.393                  ,-5.804                 ,-5.774           ,7.339            ,-2.996           ,-1.907                       ,-0.946                       ,-2.808                       ,-0.817              ,0.048               ,-0.062              ,       3
-6.797                 ,3.926                  ,-2.066                 ,-7.035           ,6.068            ,-3.14            ,-1.062                       ,-2.276                       ,0.568                        ,0.549               ,2.524               ,0.208               ,       3
-5.14                  ,8.559                  ,-5.693                 ,-4.093           ,7.957            ,-4.013           ,-0.847                       ,0.328                        ,-1.209                       ,-0.582              ,0.117               ,0.751               ,       3
-4.944                 ,8.145                  ,-1.298                 ,-5.224           ,8.146            ,-1.592           ,0.512                        ,-0.103                       ,1.001                        ,0.018               ,-0.132              ,-0.045              ,       3
-7.798                 ,5.509                  ,-2.66                  ,-5.306           ,7.868            ,-2.472           ,0.405                        ,-0.785                       ,0.946                        ,0.932               ,-0.776              ,-0.387              ,       3
-5.507                 ,6.452                  ,-4.377                 ,-5.694           ,7.295            ,-3.246           ,0.157                        ,-0.9                         ,-1.21                        ,-0.37               ,0.59                ,-0.502              ,       3
-10.822                ,8.516                  ,-3.967                 ,-6.221           ,7.148            ,-2.525           ,-0.017                       ,-0.2                         ,-0.855                       ,-1.153              ,-1.386              ,-0.566              ,       3
-3.527                 ,5.784                  ,3.417                  ,-4.415           ,8.195            ,3.085            ,0.332                        ,-1.791                       ,-0.66                        ,-0.453              ,-4.012              ,0.431               ,       3
2.842                  ,7.623                  ,7.614                  ,2.003            ,7.997            ,5.311            ,-0.526                       ,-1.256                       ,1.029                        ,1.863               ,-0.313              ,-0.642              ,       3
4.195                  ,7.594                  ,1.946                  ,3.241            ,8.83             ,2.775            ,0.953                        ,-1.235                       ,-0.828                       ,-0.429              ,-0.558              ,0.235               ,       3
1.326                  ,8.633                  ,3.227                  ,2.584            ,8.468            ,4.216            ,-0.78                        ,-0.557                       ,-0.48                        ,-0.983              ,0.169               ,0.133               ,       3
2.732                  ,7.195                  ,5.191                  ,2.641            ,7.749            ,5.398            ,0.003                        ,-1.862                       ,-0.203                       ,0.666               ,-1.755              ,-1.255              ,       3
-1.168                 ,8.284                  ,0.63                   ,-0.365           ,9.745            ,1.033            ,-1.069                       ,-1.407                       ,-0.895                       ,0.528               ,-0.673              ,-0.294              ,       3
0.299                  ,8.43                   ,0.972                  ,1.064            ,9.739            ,0.44             ,-0.536                       ,-2.011                       ,-0.498                       ,0.184               ,-0.875              ,0.655               ,       3
-0.611                 ,10.075                 ,-2.363                 ,0.146            ,9.702            ,-1.422           ,-0.704                       ,0.329                        ,-1.003                       ,-0.342              ,-0.644              ,0.696               ,       3
-2.2                   ,8.492                  ,3.515                  ,-1.387           ,9.28             ,2.851            ,-0.571                       ,-0.539                       ,0.543                        ,-1.002              ,-1.792              ,-1.092              ,       3
-1.712                 ,8.681                  ,2.576                  ,-1.347           ,9.574            ,1.644            ,-0.365                       ,-0.892                       ,0.932                        ,1.076               ,-1.368              ,-0.05               ,       3
0.407                  ,8.89                   ,-2.722                 ,0.374            ,9.699            ,-1.403           ,0.033                        ,-0.809                       ,-1.319                       ,-0.96               ,0.567               ,-0.381              ,       3
1.784                  ,8.085                  ,-3.304                 ,2.937            ,9.326            ,-0.755           ,-1.087                       ,-3.163                       ,-2.316                       ,0.464               ,1.553               ,1.874               ,       3
1.784                  ,8.085                  ,-3.304                 ,2.937            ,9.326            ,-0.755           ,-1.087                       ,-3.163                       ,-2.316                       ,0.464               ,1.553               ,1.874               ,       3
1.784                  ,8.085                  ,-3.304                 ,2.937            ,9.326            ,-0.755           ,-1.087                       ,-3.163                       ,-2.316                       ,0.464               ,1.553               ,1.874               ,       3
6.613                  ,10.752                 ,-2.686                 ,4.615            ,8.487            ,-1.684           ,0.611                        ,1.988                        ,-0.908                       ,-1.016              ,1.259               ,0.097               ,       3
7.506                  ,5.679                  ,3.072                  ,7.285            ,6.351            ,1.663            ,0.396                        ,-0.409                       ,0.147                        ,-0.955              ,1.728               ,0.187               ,       3
0.941                  ,2.447                  ,9.471                  ,2.304            ,3.05             ,9.031            ,-1.059                       ,-0.488                       ,0.33                         ,-0.337              ,1.241               ,0.258               ,       3
0.524                  ,1.19                   ,9.512                  ,0.572            ,1.449            ,9.682            ,-0.181                       ,0.798                        ,0.129                        ,0.025               ,0.733               ,0.155               ,       3
1.166                  ,2.6                    ,9.316                  ,1.305            ,2.627            ,9.358            ,-0.139                       ,-0.027                       ,-0.042                       ,1.07                ,0.461               ,1.425               ,       3
0.182                  ,4.53                   ,10.281                 ,0.24             ,3.122            ,9.293            ,-0.058                       ,1.408                        ,0.987                        ,0.168               ,-0.167              ,0.461               ,       3
-2.162                 ,1.963                  ,9.337                  ,0.726            ,5.415            ,8.144            ,-2.888                       ,-3.452                       ,1.194                        ,2.506               ,-1.159              ,-2.081              ,       3
-2.162                 ,1.963                  ,9.337                  ,0.726            ,5.415            ,8.144            ,-2.888                       ,-3.452                       ,1.194                        ,2.506               ,-1.159              ,-2.081              ,       3
-2.162                 ,1.963                  ,9.337                  ,0.726            ,5.415            ,8.144            ,-2.888                       ,-3.452                       ,1.194                        ,2.506               ,-1.159              ,-2.081              ,       3
-2.162                 ,1.963                  ,9.337                  ,0.726            ,5.415            ,8.144            ,-2.888                       ,-3.452                       ,1.194                        ,2.506               ,-1.159              ,-2.081              ,       3
-2.162                 ,1.963                  ,9.337                  ,0.726            ,5.415            ,8.144            ,-2.888                       ,-3.452                       ,1.194                        ,2.506               ,-1.159              ,-2.081              ,       3
-2.162                 ,1.963                  ,9.337                  ,0.726            ,5.415            ,8.144            ,-2.888                       ,-3.452                       ,1.194                        ,2.506               ,-1.159              ,-2.081              ,       3
-2.162                 ,1.963                  ,9.337                  ,0.726            ,5.415            ,8.144            ,-2.888                       ,-3.452                       ,1.194                        ,2.506               ,-1.159              ,-2.081              ,       3
-2.162                 ,1.963                  ,9.337                  ,0.726            ,5.415            ,8.144            ,-2.888                       ,-3.452                       ,1.194                        ,2.506               ,-1.159              ,-2.081              ,       3
-2.162                 ,1.963                  ,9.337                  ,0.726            ,5.415            ,8.144            ,-2.888                       ,-3.452                       ,1.194                        ,2.506               ,-1.159              ,-2.081              ,       3
-2.162                 ,1.963                  ,9.337                  ,0.726            ,5.415            ,8.144            ,-2.888                       ,-3.452                       ,1.194                        ,2.506               ,-1.159              ,-2.081              ,       3
-2.162                 ,1.963                  ,9.337                  ,0.726            ,5.415            ,8.144            ,-2.888                       ,-3.452                       ,1.194                        ,2.506               ,-1.159              ,-2.081              ,       3
-2.162                 ,1.963                  ,9.337                  ,0.726            ,5.415            ,8.144            ,-2.888                       ,-3.452                       ,1.194                        ,2.506               ,-1.159              ,-2.081              ,       3
-2.162                 ,1.963                  ,9.337                  ,0.726            ,5.415            ,8.144            ,-2.888                       ,-3.452                       ,1.194                        ,2.506               ,-1.159              ,-2.081              ,       3
-2.162                 ,1.963                  ,9.337                  ,0.726            ,5.415            ,8.144            ,-2.888                       ,-3.452                       ,1.194                        ,2.506               ,-1.159              ,-2.081              ,       3
-2.162                 ,1.963                  ,9.337                  ,0.726            ,5.415            ,8.144            ,-2.888                       ,-3.452                       ,1.194                        ,2.506               ,-1.159              ,-2.081              ,       3
-2.162                 ,1.963                  ,9.337                  ,0.726            ,5.415            ,8.144            ,-2.888                       ,-3.452                       ,1.194                        ,2.506               ,-1.159              ,-2.081              ,       3
-2.162                 ,1.963                  ,9.337                  ,0.726            ,5.415            ,8.144            ,-2.888                       ,-3.452                       ,1.194                        ,2.506               ,-1.159              ,-2.081              ,       3
-2.162                 ,1.963                  ,9.337                  ,0.726            ,5.415            ,8.144            ,-2.888                       ,-3.452                       ,1.194                        ,2.506               ,-1.159              ,-2.081              ,       3
-2.162                 ,1.963                  ,9.337                  ,0.726            ,5.415            ,8.144            ,-2.888                       ,-3.452                       ,1.194                        ,2.506               ,-1.159              ,-2.081              ,       3
-2.162                 ,1.963                  ,9.337                  ,0.726            ,5.415            ,8.144            ,-2.888                       ,-3.452                       ,1.194                        ,2.506               ,-1.159              ,-2.081              ,       3
-2.162                 ,1.963                  ,9.337                  ,0.726            ,5.415            ,8.144            ,-2.888                       ,-3.452                       ,1.194                        ,2.506               ,-1.159              ,-2.081              ,       3
-3.407                 ,10.18                  ,4.635                  ,2.122            ,8.767            ,3.848            ,-4.546                       ,-0.278                       ,-0.027                       ,-0.274              ,-3.497              ,0.064               ,       3
1.949                  ,3.742                  ,7.058                  ,1.495            ,7.187            ,6.503            ,-2.61                        ,-7.713                       ,-1.59                        ,-0.037              ,2.541               ,-0.756              ,       3
1.949                  ,3.742                  ,7.058                  ,1.495            ,7.187            ,6.503            ,-2.61                        ,-7.713                       ,-1.59                        ,0.179               ,-2.081              ,2.958               ,       3
1.949                  ,3.742                  ,7.058                  ,1.495            ,7.187            ,6.503            ,-2.61                        ,-7.713                       ,-1.59                        ,0.179               ,-2.081              ,2.958               ,       3
1.949                  ,3.742                  ,7.058                  ,1.495            ,7.187            ,6.503            ,-0.995                       ,-1.64                        ,2.16                         ,0.179               ,-2.081              ,2.958               ,       3
2.715                  ,5.078                  ,8.265                  ,3.71             ,6.718            ,6.105            ,-0.995                       ,-1.64                        ,2.16                         ,0.179               ,-2.081              ,2.958               ,       3
2.715                  ,5.078                  ,8.265                  ,3.71             ,6.718            ,6.105            ,-0.995                       ,-1.64                        ,2.16                         ,0.179               ,-2.081              ,2.958               ,       3
2.715                  ,5.078                  ,8.265                  ,3.71             ,6.718            ,6.105            ,-0.995                       ,-1.64                        ,2.16                         ,0.179               ,-2.081              ,2.958               ,       3
2.715                  ,5.078                  ,8.265                  ,3.71             ,6.718            ,6.105            ,-0.995                       ,-1.64                        ,2.16                         ,0.179               ,-2.081              ,2.958               ,       3
2.715                  ,5.078                  ,8.265                  ,3.71             ,6.718            ,6.105            ,-0.995                       ,-1.64                        ,2.16                         ,0.179               ,-2.081              ,2.958               ,       3
2.715                  ,5.078                  ,8.265                  ,3.71             ,6.718            ,6.105            ,-0.995                       ,-1.64                        ,2.16                         ,0.179               ,-2.081              ,2.958               ,       3
2.715                  ,5.078                  ,8.265                  ,3.71             ,6.718            ,6.105            ,-0.995                       ,-1.64                        ,2.16                         ,0.179               ,-2.081              ,2.958               ,       3
-0.338                 ,10.238                 ,1.425                  ,3.491            ,7.991            ,4.487            ,-3.829                       ,2.247                        ,-3.062                       ,0.035               ,-0.134              ,0.104               ,       3
0.352                  ,9.182                  ,1.52                   ,2.358            ,8.964            ,3.203            ,-2.566                       ,0.773                        ,-1.585                       ,-0.098              ,0.357               ,-0.15               ,       3
0.871                  ,10.18                  ,1.008                  ,1.322            ,9.254            ,2.965            ,-0.45                        ,0.926                        ,-1.957                       ,-0.101              ,0.341               ,-0.328              ,       3
0.871                  ,10.18                  ,1.008                  ,1.322            ,9.254            ,2.965            ,-0.45                        ,0.926                        ,-1.957                       ,-0.101              ,0.341               ,-0.328              ,       3
0.871                  ,10.18                  ,1.008                  ,1.322            ,9.254            ,2.965            ,-0.45                        ,0.926                        ,-1.957                       ,-0.101              ,0.341               ,-0.328              ,       3
0.871                  ,10.18                  ,1.008                  ,1.322            ,9.254            ,2.965            ,-0.45                        ,0.926                        ,-1.957                       ,-0.101              ,0.341               ,-0.328              ,       3
0.871                  ,10.18                  ,1.008                  ,1.322            ,9.254            ,2.965            ,-0.45                        ,0.926                        ,-1.957                       ,-0.101              ,0.341               ,-0.328              ,       3
0.871                  ,10.18                  ,1.008                  ,1.322            ,9.254            ,2.965            ,-0.45                        ,0.926                        ,-1.957                       ,-0.101              ,0.341               ,-0.328              ,       3
0.871                  ,10.18                  ,1.008                  ,1.322            ,9.254            ,2.965            ,-0.45                        ,0.926                        ,-1.957                       ,-0.101              ,0.341               ,-0.328              ,       3
0.871                  ,10.18                  ,1.008                  ,1.322            ,9.254            ,2.965            ,-0.45                        ,0.926                        ,-1.957                       ,-0.101              ,0.341               ,-0.328              ,       3
0.871                  ,10.18                  ,1.008                  ,1.322            ,9.254            ,2.965            ,-0.45                        ,0.926                        ,-1.957                       ,-0.101              ,0.341               ,-0.328              ,       3
0.871                  ,10.18                  ,1.008                  ,1.322            ,9.254            ,2.965            ,-0.45                        ,0.926                        ,-1.957                       ,-0.101              ,0.341               ,-0.328              ,       3
0.871                  ,10.18                  ,1.008                  ,1.322            ,9.254            ,2.965            ,-0.45                        ,0.926                        ,-1.957                       ,-0.101              ,0.341               ,-0.328              ,       3
0.871                  ,10.18                  ,1.008                  ,1.322            ,9.254            ,2.965            ,-0.45                        ,0.926                        ,-1.957                       ,-0.101              ,0.341               ,-0.328              ,       3
0.871                  ,10.18                  ,1.008                  ,1.322            ,9.254            ,2.965            ,-0.45                        ,0.926                        ,-1.957                       ,-0.101              ,0.341               ,-0.328              ,       3
0.871                  ,10.18                  ,1.008                  ,1.322            ,9.254            ,2.965            ,-0.45                        ,0.926                        ,-1.957                       ,-0.101              ,0.341               ,-0.328              ,       3
0.871                  ,10.18                  ,1.008                  ,1.322            ,9.254            ,2.965            ,-0.45                        ,0.926                        ,-1.957                       ,-0.101              ,0.341               ,-0.328              ,       3
0.871                  ,10.18                  ,1.008                  ,1.322            ,9.254            ,2.965            ,-0.45                        ,0.926                        ,-1.957                       ,-0.101              ,0.341               ,-0.328              ,       3
0.871                  ,10.18                  ,1.008                  ,1.322            ,9.254            ,2.965            ,-0.45                        ,0.926                        ,-1.957                       ,-0.101              ,0.341               ,-0.328              ,       3
0.871                  ,10.18                  ,1.008                  ,1.322            ,9.254            ,2.965            ,-0.45                        ,0.926                        ,-1.957                       ,-0.101              ,0.341               ,-0.328              ,       3
0.871                  ,10.18                  ,1.008                  ,1.322            ,9.254            ,2.965            ,-0.45                        ,0.926                        ,-1.957                       ,-0.101              ,0.341               ,-0.328              ,       3
0.871                  ,10.18                  ,1.008                  ,1.322            ,9.254            ,2.965            ,-0.45                        ,0.926                        ,-1.957                       ,-0.101              ,0.341               ,-0.328              ,       3
0.871                  ,10.18                  ,1.008                  ,1.322            ,9.254            ,2.965            ,-0.45                        ,0.926                        ,-1.957                       ,-0.101              ,0.341               ,-0.328              ,       3
0.871                  ,10.18                  ,1.008                  ,1.322            ,9.254            ,2.965            ,-0.45                        ,0.926                        ,-1.957                       ,-0.101              ,0.341               ,-0.328              ,       3
0.871                  ,10.18                  ,1.008                  ,1.322            ,9.254            ,2.965            ,-0.45                        ,0.926                        ,-1.957                       ,-0.101              ,0.341               ,-0.328              ,       3
0.871                  ,10.18                  ,1.008                  ,1.322            ,9.254            ,2.965            ,-0.45                        ,0.926                        ,-1.957                       ,-0.101              ,0.341               ,-0.328              ,       3
0.871                  ,10.18                  ,1.008                  ,1.322            ,9.254            ,2.965            ,-0.45                        ,0.926                        ,-1.957                       ,-0.101              ,0.341               ,-0.328              ,       3
0.871                  ,10.18                  ,1.008                  ,1.322            ,9.254            ,2.965            ,-0.45                        ,0.926                        ,-1.957                       ,-0.101              ,0.341               ,-0.328              ,       3
0.871                  ,10.18                  ,1.008                  ,1.322            ,9.254            ,2.965            ,-0.45                        ,0.926                        ,-1.957                       ,-0.101              ,0.341               ,-0.328              ,       3
0.871                  ,10.18                  ,1.008                  ,1.322            ,9.254            ,2.965            ,-0.45                        ,0.926                        ,-1.957                       ,-0.101              ,0.341               ,-0.328              ,       3
0.871                  ,10.18                  ,1.008                  ,1.322            ,9.254            ,2.965            ,-0.45                        ,0.926                        ,-1.957                       ,-0.101              ,0.341               ,-0.328              ,       3
0.871                  ,10.18                  ,1.008                  ,1.322            ,9.254            ,2.965            ,-0.45                        ,0.926                        ,-1.957                       ,-0.101              ,0.341               ,-0.328              ,       3
0                      ,9.895                  ,0.611                  ,0.045            ,9.314            ,3.07             ,-0.045                       ,0.582                        ,-2.46                        ,-0.039              ,-0.443              ,-0.575              ,       3
0.072                  ,10.209                 ,1.298                  ,0.935            ,9.639            ,1.547            ,-0.925                       ,0.3                          ,-0.529                       ,0.125               ,-0.111              ,0.326               ,       3
0.354                  ,9.244                  ,0.421                  ,0.81             ,9.734            ,0.869            ,-0.638                       ,-0.196                       ,0.01                         ,0.337               ,-0.723              ,0.693               ,       3
1.106                  ,9.649                  ,0.939                  ,1.667            ,9.655            ,0.407            ,-0.63                        ,0.13                         ,-0.125                       ,0.178               ,0.248               ,-0.091              ,       3
0.491                  ,8.689                  ,-0.941                 ,0.729            ,9.779            ,-0.045           ,-0.325                       ,-0.669                       ,-0.824                       ,0.168               ,0.069               ,-0.179              ,       3
-0.168                 ,9.665                  ,-0.797                 ,0.478            ,9.795            ,-0.024           ,-0.261                       ,-0.099                       ,-0.58                        ,0.03                ,0.869               ,-0.211              ,       3
-1.087                 ,9.764                  ,0.589                  ,0.134            ,9.706            ,1.397            ,-1.364                       ,0.002                        ,-0.527                       ,-0.655              ,1.147               ,0.247               ,       3
-0.517                 ,9.855                  ,2.241                  ,0.488            ,9.491            ,2.419            ,-1.248                       ,2.149                        ,-1.31                        ,0.024               ,0.189               ,0.31                ,       3
0.141                  ,10.015                 ,1.824                  ,0.464            ,9.573            ,2.078            ,-0.717                       ,0.398                        ,-0.264                       ,0.138               ,0.084               ,0.479               ,       3
-1.245                 ,9.328                  ,-0.184                 ,-0.245           ,9.749            ,1.035            ,-0.703                       ,-0.021                       ,-1.176                       ,-0.556              ,-0.811              ,0.189               ,       3
-0.39                  ,8.624                  ,1.535                  ,0.437            ,9.665            ,1.6              ,-0.91                        ,0.978                        ,-0.714                       ,-0.12               ,-0.317              ,0.48                ,       3
-0.905                 ,8.511                  ,0.359                  ,0.517            ,9.786            ,0.364            ,-1.112                       ,-1.097                       ,-0.46                        ,0.655               ,-1.379              ,0.858               ,       3
-0.359                 ,8.926                  ,-0.481                 ,1.284            ,9.719            ,-0.245           ,-0.604                       ,-0.247                       ,0.271                        ,-0.271              ,-0.856              ,0.614               ,       3
0.002                  ,9.725                  ,0.632                  ,1.5              ,9.643            ,0.962            ,-1.832                       ,-0.48                        ,-0.714                       ,0.134               ,-0.054              ,0.348               ,       3
0.994                  ,10.384                 ,-1.322                 ,1.331            ,9.707            ,-0.408           ,-0.698                       ,0.745                        ,-0.683                       ,0.676               ,-0.096              ,1.371               ,       3
2.071                  ,10.151                 ,-2.545                 ,2.277            ,9.297            ,-2.133           ,-0.716                       ,1.07                         ,-0.407                       ,-1.123              ,-0.426              ,-0.326              ,       3
-0.771                 ,8.528                  ,1.271                  ,0.603            ,9.619            ,1.812            ,-1.311                       ,-0.669                       ,-0.569                       ,-0.493              ,0.431               ,-0.026              ,       3
0.821                  ,9.206                  ,0.347                  ,2.543            ,9.471            ,-0.016           ,-1.722                       ,-0.266                       ,0.363                        ,1.18                ,-1.312              ,0.705               ,       3
-0.204                 ,9.433                  ,-1.049                 ,-0.074           ,9.745            ,-1.098           ,-0.247                       ,-0.659                       ,-0.243                       ,-0.213              ,-0.373              ,0.036               ,       3
